CodMarca,CodModelo,CodAno,PrecoFipe,ChaveFipe
23,1019,2005-1,"R$ 17.201,00",23 1019 2005-1
22,4162,2007-3,"R$ 93.635,00",22 4162 2007-3
25,5372,2016-1,"R$ 69.186,00",25 5372 2016-1
41,4802,2009-3,"R$ 97.822,00",41 4802 2009-3
43,7166,2016-1,"R$ 43.174,00",43 7166 2016-1
48,8869,2020-1,"R$ 99.579,00",48 8869 2020-1
23,9489,2022-1,"R$ 96.854,00",23 9489 2022-1
23,1068,2015-1,"R$ 775.657,00",23 1068 2015-1
43,7595,2017-1,"R$ 69.552,00",43 7595 2017-1
48,2001,2006-1,"R$ 13.929,00",48 2001 2006-1
48,7811,2017-1,"R$ 42.133,00",48 7811 2017-1
31,6442,2013-1,"R$ 49.878,00",31 6442 2013-1
156,7720,2016-1,"R$ 172.198,00",156 7720 2016-1
43,7596,2017-1,"R$ 79.542,00",43 7596 2017-1
48,7808,2017-1,"R$ 42.210,00",48 7808 2017-1
22,8007,2018-1,"R$ 71.009,00",22 8007 2018-1
48,8025,2018-1,"R$ 51.021,00",48 8025 2018-1
59,7322,2015-1,"R$ 46.669,00",59 7322 2015-1
59,2458,2002-1,"R$ 17.792,00",59 2458 2002-1
39,7308,2015-1,"R$ 121.642,00",39 7308 2015-1
22,7826,2017-1,"R$ 87.675,00",22 7826 2017-1
21,7181,2015-1,"R$ 38.523,00",21 7181 2015-1
22,896,2004-1,"R$ 43.626,00",22 896 2004-1
56,6470,2013-1,"R$ 80.742,00",56 6470 2013-1
48,7105,2015-1,"R$ 52.021,00",48 7105 2015-1
47,9322,2021-1,"R$ 690.120,00",47 9322 2021-1
23,7791,2017-1,"R$ 106.245,00",23 7791 2017-1
56,2274,1996-3,"R$ 46.856,00",56 2274 1996-3
25,1270,2007-1,"R$ 47.037,00",25 1270 2007-1
48,5674,2019-1,"R$ 78.361,00",48 5674 2019-1
59,7078,2015-1,"R$ 56.297,00",59 7078 2015-1
21,5361,2016-1,"R$ 43.675,00",21 5361 2016-1
6,8945,2020-1,"R$ 168.300,00",6 8945 2020-1
55,2167,2002-1,"R$ 30.854,00",55 2167 2002-1
28,7506,2016-1,"R$ 159.810,00",28 7506 2016-1
59,6810,2015-1,"R$ 41.074,00",59 6810 2015-1
26,6356,2012-1,"R$ 49.698,00",26 6356 2012-1
48,7435,2016-1,"R$ 50.301,00",48 7435 2016-1
21,7454,2016-1,"R$ 71.024,00",21 7454 2016-1
7,8946,2020-1,"R$ 198.115,00",7 8946 2020-1
23,1169,2006-3,"R$ 63.644,00",23 1169 2006-3
59,6799,2015-1,"R$ 46.255,00",59 6799 2015-1
23,1198,2012-1,"R$ 271.651,00",23 1198 2012-1
39,1541,2002-1,"R$ 36.198,00",39 1541 2002-1
56,8935,2020-1,"R$ 77.032,00",56 8935 2020-1
6,5410,2015-1,"R$ 342.768,00",6 5410 2015-1
48,4387,2017-1,"R$ 41.517,00",48 4387 2017-1
43,5710,2016-1,"R$ 48.363,00",43 5710 2016-1
43,7626,2017-1,"R$ 47.423,00",43 7626 2017-1
41,7980,2016-1,"R$ 84.087,00",41 7980 2016-1
59,7462,2016-1,"R$ 94.953,00",59 7462 2016-1
29,5897,2012-1,"R$ 177.835,00",29 5897 2012-1
59,2383,2005-1,"R$ 17.434,00",59 2383 2005-1
26,6696,2013-1,"R$ 49.401,00",26 6696 2013-1
23,7034,2015-1,"R$ 108.246,00",23 7034 2015-1
208,9693,2020-3,"R$ 200.272,00",208 9693 2020-3
56,2248,2005-3,"R$ 50.376,00",56 2248 2005-3
59,6936,2015-1,"R$ 46.280,00",59 6936 2015-1
56,8249,2019-1,"R$ 66.453,00",56 8249 2019-1
48,2035,2003-1,"R$ 16.679,00",48 2035 2003-1
7,6090,2013-1,"R$ 94.709,00",7 6090 2013-1
44,1899,2004-1,"R$ 16.729,00",44 1899 2004-1
21,8397,2018-3,"R$ 156.728,00",21 8397 2018-3
48,6193,2013-1,"R$ 36.844,00",48 6193 2013-1
43,1824,1996-1,"R$ 6.249,00",43 1824 1996-1
21,7455,2016-1,"R$ 70.821,00",21 7455 2016-1
39,6963,2015-1,"R$ 131.582,00",39 6963 2015-1
59,6800,2015-1,"R$ 48.776,00",59 6800 2015-1
29,1383,2000-1,"R$ 31.149,00",29 1383 2000-1
26,1286,2001-1,"R$ 13.837,00",26 1286 2001-1
1,1,1992-1,"R$ 11.753,00",1 1 1992-1
23,926,1989-1,"R$ 13.344,00",23 926 1989-1
23,6063,2012-1,"R$ 36.605,00",23 6063 2012-1
3,5,1999-1,"R$ 21.196,00",3 5 1999-1
189,6909,2016-1,"R$ 1.860.090,00",189 6909 2016-1
29,9560,2021-1,"R$ 94.828,00",29 9560 2021-1
26,7547,2017-1,"R$ 51.194,00",26 7547 2017-1
25,5372,2012-1,"R$ 46.947,00",25 5372 2012-1
31,4440,2013-1,"R$ 49.119,00",31 4440 2013-1
